Period,MatchClock,Timestamp,EventType,TeamStrengthType,TeamStrength,HomeGoalieOnIce,AwayGoalieOnIce,EventPosition,EventStartCoordinate,EventEndCoordinate,EventPrimaryPlayerId,EventPrimaryPlayerName,EventPrimaryTeam,EventSecondaryPlayerId,EventSecondaryPlayerName,EventSecondaryTeam,FaceoffSpot,ShotResult,ShotSpeed,ShotScreeningPlayerIds,ShotXG,GoalAssist1Id,GoalAssist2Id,PassResult,PassSpeed,BluelineCrossingResult,BluelineCrossingDirection,BluelineCrossingAttackerIds,BluelineCrossingDefenderIds,DumpResult,DumpType,DumpAlongTheBoards,ClearType,ClearAlongTheBoards,PuckControlState,PuckControlStartZone,PuckControlEndZone,PuckControlContestingPlayerIds,StoppageOfPlayReason,PenaltyReason,ParticipatingPlayerIds,StartPlayerId1,StartPlayerId2,StartPlayerId3,StartPlayerId4,StartPlayerId5,StartPlayerId6,StartPlayerId7,StartPlayerId8,StartPlayerId9,StartPlayerId10,StartPlayerId11,StartPlayerId12,StartPlayerName1,StartPlayerName2,StartPlayerName3,StartPlayerName4,StartPlayerName5,StartPlayerName6,StartPlayerName7,StartPlayerName8,StartPlayerName9,StartPlayerName10,StartPlayerName11,StartPlayerName12,StartPlayerTeam1,StartPlayerTeam2,StartPlayerTeam3,StartPlayerTeam4,StartPlayerTeam5,StartPlayerTeam6,StartPlayerTeam7,StartPlayerTeam8,StartPlayerTeam9,StartPlayerTeam10,StartPlayerTeam11,StartPlayerTeam12,StartPlayerCoordinates1,StartPlayerCoordinates2,StartPlayerCoordinates3,StartPlayerCoordinates4,StartPlayerCoordinates5,StartPlayerCoordinates6,StartPlayerCoordinates7,StartPlayerCoordinates8,StartPlayerCoordinates9,StartPlayerCoordinates10,StartPlayerCoordinates11,StartPlayerCoordinates12,StartPlayerVelocity1,StartPlayerVelocity2,StartPlayerVelocity3,StartPlayerVelocity4,StartPlayerVelocity5,StartPlayerVelocity6,StartPlayerVelocity7,StartPlayerVelocity8,StartPlayerVelocity9,StartPlayerVelocity10,StartPlayerVelocity11,StartPlayerVelocity12,StartPlayerDirection1,StartPlayerDirection2,StartPlayerDirection3,StartPlayerDirection4,StartPlayerDirection5,StartPlayerDirection6,StartPlayerDirection7,StartPlayerDirection8,StartPlayerDirection9,StartPlayerDirection10,StartPlayerDirection11,StartPlayerDirection12
1,8,1704021027340,Dump,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-2.6,9.6","21,-15.1",340162,#6 Klas Dahlbeck,Home,337830,#44 Matej Stransky,Home,,,,,,,,,,,,,,Possession,DumpIn,TRUE,,,,,,,,,"340162,337830",888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.1,0.1","10.8,-4.2","8,13.1","1.2,5.5","9.8,2.2","5.2,-9.6","-25.1,-0.6","-2.3,9.1","7.7,-10.7","-1.9,-6.1","6.4,14.4","3.9,-6.7",0.555,3.832,2.948,6.447,4.669,3.495,0.884,7.182,2.809,6.136,2.623,5.361,"-0.383,0.924","0.996,-0.093","0.762,0.648","0.338,0.941","0.617,0.787","0.965,0.264","-1,-0.003","0.666,0.746","0.306,0.952","0.175,0.984","0.999,-0.036","0.01,-1"
1,8,1704021027360,PuckControl,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-2.4,9.7","20.5,-15.1",,,,,,,,,,,,,,,,,,,,,,,,,Loose,NeutralZone,AwayTeamZone,,,,,888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.1,0.1","10.8,-4.2","8,13.2","1.2,5.6","9.9,2.3","5.2,-9.6","-25.1,-0.6","-2.2,9.2","7.8,-10.6","-1.9,-6","6.4,14.4","3.9,-6.8",,,,,,,,,,,,,,,,,,,,,,,,
1,8,1704021027740,BluelineCrossing,FullStrength,5v5,TRUE,TRUE,NeutralZone,"7.1,11.7",,340162,#6 Klas Dahlbeck,Home,,,,,,,,,,,,,PossessionMaintained,TowardsOpponent,"337830,337835","888052791,888040998,888042987,888047302",,,,,,,,,,,,"340162,337830,337835,888052791,888040998,888042987,888047302",888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"25.9,0.3","12.5,-4.1","9.2,13.6","2.5,7.8","11.1,3.7","6.5,-9.2","-25.5,-0.6","-0.5,10.9","8.4,-9.8","-1.4,-3.7","7,14.2","4.3,-8.6",0.483,4.796,3.51,6.722,4.907,3.532,1.135,5.875,2.942,6.406,1.172,4.619,"-0.956,0.293","0.976,0.216","0.992,0.129","0.632,0.775","0.766,0.643","0.978,0.208","-0.995,-0.096","0.755,0.655","0.902,0.432","0.255,0.967","0.899,-0.438","0.429,-0.903"
1,11,1704021030260,PuckControl,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"20.5,-15.1","20.9,-14.7",337830,#44 Matej Stransky,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,AwayTeamZone,AwayTeamZone,,,,337830,888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"25.9,-0.2","21.8,-10.2","18,10","16.6,2.7","22.7,3.4","15.6,-12.1","-26.3,-0.5","10,7.3","18.5,-14.2","7.2,-6.4","17,12.2","16.4,-8.8",,,,,,,,,,,,,,,,,,,,,,,,
1,13,1704021032160,Dump,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"20.8,-14.7","29.7,4",337830,#44 Matej Stransky,Home,332924,#25 Henrik Haapala,Home,,,,,,,,,,,,,,Possession,DumpIn,TRUE,,,,,,,,,"337830,332924",888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.1,-0.2","23.9,-14.4","19.1,0.7","24,-7.7","24,-1.6","18.8,-13.1","-25.9,-0.8","11.7,0.1","20.9,-14.7","9.8,-13.4","25.8,6.2","27.3,-4.8",0.191,1.396,3.871,4.055,0.749,2.032,1.421,3.967,1.212,0.828,5.297,4.954,"-0.661,0.75","0.97,0.243","-0.367,-0.93","0.283,-0.959","0.542,-0.84","0.564,-0.826","0.916,-0.4","-0.074,-0.997","-0.972,0.237","0.218,-0.976","-0.019,-1","0.711,0.703"
1,13,1704021032180,PuckControl,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"20.9,-14.7","29.6,4.1",,,,,,,,,,,,,,,,,,,,,,,,,Loose,AwayTeamZone,AwayTeamZone,,,,,888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.1,-0.2","24,-14.3","19.1,0.7","24,-7.7","24,-1.6","18.8,-13.1","-25.9,-0.8","11.7,0","20.9,-14.7","9.8,-13.4","25.8,6.1","27.3,-4.7",,,,,,,,,,,,,,,,,,,,,,,,
1,15,1704021033860,PuckControl,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"29.6,4.1","28.4,6",332924,#25 Henrik Haapala,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,AwayTeamZone,AwayTeamZone,,,,332924,888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.5,0.1","24.9,-10.5","16.8,1.2","25.4,-6.6","24.3,0.7","17.5,-12.3","-24.8,-1.1","8.1,-0.8","19.4,-12.6","9,-11.4","20.9,1.6","28.9,4.5",,,,,,,,,,,,,,,,,,,,,,,,
1,15,1704021034400,Pass,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"28.5,5.9","22.2,4.1",332924,#25 Henrik Haapala,Home,337835,#40 Dennis Rasmussen,Home,,,,,,,,Successful,12.7,,,,,,,,,,,,,,,,"332924,337835",888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.2,0.2","24.3,-8.3","18,3.1","24.9,-3.8","25,2.8","16.9,-10.6","-24.7,-1.1","7.8,1.3","19.8,-11.4","9,-9.2","20.3,2.4","28.3,6.9",0.663,4.308,4.55,5.528,4.719,3.731,0.19,3.995,2.741,4.632,1.59,4.216,"-0.856,0.517","-0.283,0.959","0.698,0.716","-0.303,0.953","0.305,0.952","-0.111,0.994","0.791,0.612","0.031,1","0.454,0.891","0.066,0.998","0.124,0.992","-0.484,0.875"
1,15,1704021034420,PuckControl,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"28.4,6","22.2,4.1",,,,,,,,,,,,,,,,,,,,,,,,,HomeControl,AwayTeamZone,AwayTeamZone,,,,,888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.2,0.3","24.3,-8.2","18.1,3.2","24.9,-3.7","25.1,2.9","16.9,-10.5","-24.7,-1.1","7.8,1.3","19.8,-11.4","9,-9.1","20.3,2.4","28.2,7",,,,,,,,,,,,,,,,,,,,,,,,
1,16,1704021034920,PuckControl,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"22.2,4.1","21.7,4.1",337835,#40 Dennis Rasmussen,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,AwayTeamZone,AwayTeamZone,,,,337835,888052788,888052791,888040998,888052796,888042987,888047302,150983,340162,337830,308599,337835,332924,#35 Milan Kloucek,#7 Tomas Dvorak,#38 Tomas HYKA,#23 Lukas Sedlak,#41 Peter Ceresnak,#81 David Cienciala,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#44 Matej Stransky,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"25.9,0.3","23.7,-5.9","19.6,4.7","23.6,-1.1","25.4,5.1","17,-8.5","-24.6,-1","8.1,3.2","20.5,-10","9.2,-6.8","20.8,3.1","27.1,8.7",,,,,,,,,,,,,,,,,,,,,,,,
